ID Produk,Nama Produk,Harga,Penjualan,Nama Toko,Komisi hingga,Komisi,Link Produk,Link Komisi Ekstra
27955004984,BELI 1 DAPAT 3 (HEYMINE PARFUM AROMA | VANILLA -VANILLA CARAMEL -CHOCOLATE VANILLA -35ML,Rp19.500,33RB,finishshop.co,10%,Rp1.950,https://shopee.co.id/product/874853553/27955004984,https://s.shopee.co.id/60BX4fyWqD
24576927733,CrystalPlay Tempered Glass Privacy Clear Glossy Auto Align Tech / Easy App Premium Screen Protector X 11 12 13 14 15 16 PLUS PRO MAX Screen Guard Gorilla Glass,Rp85.000,"27,1RB",CrystalPlay Official Store,11.5%,Rp9.775,https://shopee.co.id/product/1130229096/24576927733,https://s.shopee.co.id/6V7nfawcpK
23464751240,ZAP Beauty Series 6x IPL Rejuvenation,Rp1.049.000,751,ZAP Official Shop,5%,Rp52.450,https://shopee.co.id/product/139240156/23464751240,https://s.shopee.co.id/6KoNTHxGAJ
21295527150,KAOS DISTRO DEWASA 4 PCS 70RB COWOK CEWEK UNISEX BAHAN KATUN 30s,Rp80.000,"12,8RB",MOTEGI.Clothes,7%,Rp5.600,https://shopee.co.id/product/1048500176/21295527150,https://s.shopee.co.id/6pke4CvM9Q
19296435313,PROMO Bundling Beli 1 Dapat 3 Tas Selempang PEGE Slingbag - PG Bundling 10,Rp47.850,"11,2RB",PEGE Official,9%,Rp4.307,https://shopee.co.id/product/57455462/19296435313,https://s.shopee.co.id/6fRDrtvzUP
9464146497,"IPHONE 11 256GB, 128GB, 64GB LIKE NEW!!!!100% ORIGINAL DAN GARANSI 1 TAHUN!!!",Rp2.599.000,648,Ibgadgetstore,2.5%,Rp64.975,https://shopee.co.id/product/402809779/9464146497,https://s.shopee.co.id/7ANUSou5TW
24521659042,PURPOSE - Cargo Pendek Pria Matt Fleece Polos,Rp58.900,"22,9RB",Purpose Official Store,12%,Rp7.068,https://shopee.co.id/product/1098236350/24521659042,https://s.shopee.co.id/7044GVuioV
26916409105,CCTV Pro Kamera HD 1080P CCTV Wifi CCTV Satu Paket Lengkap  Dual Lens Outdoor Waterproof Night Vision 360 Degree Panoramic Surveillance Dengan Audio Dan Speaker Wireless Lampu,Rp85.000,6RB,MANGO COCO,10.5%,Rp8.925,https://shopee.co.id/product/1208681949/26916409105,https://s.shopee.co.id/7V0KrQsonc
27507456144,"NEXTFUN 10"" TABLET WINDOWS RAM 4GB ROM 128GB 2IN1 LAPTOP TOUCH SCREEN INTEL QUAD CORE PROCESSOR",Rp2.690.000,195,NEXTFUN Official Store,0.5%,Rp13.450,https://shopee.co.id/product/1310771189/27507456144,https://s.shopee.co.id/7Kguf7tS8b
28712146920,Xiaomi 14T (12/256) (12/512) | Leica Summilux Optical Lens | MediaTek Dimensity 8300-Ultra | 144Hz AI display [Official Store],Rp6.499.000,"3,8RB",Xiaomi Official Store,1.5%,Rp97.485,https://shopee.co.id/product/51925611/28712146920,https://s.shopee.co.id/7pdBG2rY7i
14004533798,MS Glow For Men Man Facial Wash Original Sabun Cuci Muka MS Ma Glow Men Perawatan Cowok pria msglow for men Original Official Store Bekasi Shop Shopee Indonesia,Rp57.199,4RB,MS GLOW GALERY OFFICIAL,14%,Rp8.008,https://shopee.co.id/product/341593099/14004533798,https://s.shopee.co.id/7fJl3jsBSh
16194665963,[k] INBEX IB-2R Tripod Kamera DSLR Photography Tripot 170CM dengan Tas Portable+Phone holder+Bluetooth Remote,Rp158.000,"2,5RB",INBEX Official Shop,10.6%,Rp16.748,https://shopee.co.id/product/159394078/16194665963,https://s.shopee.co.id/2qEVIrAaGm
17595062684,iPhone 11 second original 100% mulus fullset,Rp3.360.000,"2,7RB",Al-Ikhlas Mall,2.5%,Rp84.000,https://shopee.co.id/product/1008535428/17595062684,https://s.shopee.co.id/2fv56YBDbl
